,drug_a_name,drug_b_name,cell_line,synergy,fold
L778123_TEMOZOLOMIDE_MDAMB436,L778123,TEMOZOLOMIDE,MDAMB436,9.0759903877,0
L778123_TEMOZOLOMIDE_MSTO,L778123,TEMOZOLOMIDE,MSTO,8.56758949,0
L778123_TEMOZOLOMIDE_NCIH1650,L778123,TEMOZOLOMIDE,NCIH1650,-13.7152859189,0
L778123_TEMOZOLOMIDE_NCIH2122,L778123,TEMOZOLOMIDE,NCIH2122,0.1130284878,0
L778123_TEMOZOLOMIDE_NCIH23,L778123,TEMOZOLOMIDE,NCIH23,1.2453108468,0
L778123_TEMOZOLOMIDE_NCIH460,L778123,TEMOZOLOMIDE,NCIH460,0.5914193211,0
L778123_TEMOZOLOMIDE_NCIH520,L778123,TEMOZOLOMIDE,NCIH520,4.6046140979,0
L778123_TEMOZOLOMIDE_OCUBM,L778123,TEMOZOLOMIDE,OCUBM,-3.6405733794,0
L778123_TEMOZOLOMIDE_OV90,L778123,TEMOZOLOMIDE,OV90,21.2164531188,0
L778123_TEMOZOLOMIDE_OVCAR3,L778123,TEMOZOLOMIDE,OVCAR3,-9.7993721605,0
L778123_TEMOZOLOMIDE_PA1,L778123,TEMOZOLOMIDE,PA1,10.5216534764,0
L778123_TEMOZOLOMIDE_RKO,L778123,TEMOZOLOMIDE,RKO,-9.7998407892,0
L778123_TEMOZOLOMIDE_RPMI7951,L778123,TEMOZOLOMIDE,RPMI7951,8.378533779,0
L778123_TEMOZOLOMIDE_SKMEL30,L778123,TEMOZOLOMIDE,SKMEL30,9.1616642255,0
L778123_TEMOZOLOMIDE_SKMES1,L778123,TEMOZOLOMIDE,SKMES1,9.8652641993,0
L778123_TEMOZOLOMIDE_SKOV3,L778123,TEMOZOLOMIDE,SKOV3,3.941396628,0
L778123_TEMOZOLOMIDE_SW620,L778123,TEMOZOLOMIDE,SW620,-7.6236536681,0
L778123_TEMOZOLOMIDE_SW837,L778123,TEMOZOLOMIDE,SW837,14.5307226482,0
L778123_TEMOZOLOMIDE_T47D,L778123,TEMOZOLOMIDE,T47D,-31.6831889994,0
L778123_TEMOZOLOMIDE_UACC62,L778123,TEMOZOLOMIDE,UACC62,4.8425790237,0
L778123_TEMOZOLOMIDE_UWB1289BRCA1,L778123,TEMOZOLOMIDE,UWB1289BRCA1,17.693599606,0
L778123_TEMOZOLOMIDE_UWB1289,L778123,TEMOZOLOMIDE,UWB1289,23.8512334972,0
L778123_TEMOZOLOMIDE_VCAP,L778123,TEMOZOLOMIDE,VCAP,15.6241561725,0
L778123_TEMOZOLOMIDE_ZR751,L778123,TEMOZOLOMIDE,ZR751,-29.4077825339,0
L778123_TOPOTECAN_A2058,L778123,TOPOTECAN,A2058,45.1032000114,0
L778123_TOPOTECAN_A2780,L778123,TOPOTECAN,A2780,3.1658942339,0
L778123_TOPOTECAN_A375,L778123,TOPOTECAN,A375,-36.3170666641,0
L778123_TOPOTECAN_A427,L778123,TOPOTECAN,A427,23.6643428671,0
L778123_TOPOTECAN_CAOV3,L778123,TOPOTECAN,CAOV3,7.0423723101,0
L778123_TOPOTECAN_COLO320DM,L778123,TOPOTECAN,COLO320DM,22.7400614576,0
L778123_TOPOTECAN_DLD1,L778123,TOPOTECAN,DLD1,11.889647362,0
L778123_TOPOTECAN_EFM192B,L778123,TOPOTECAN,EFM192B,9.4874185675,0
L778123_TOPOTECAN_ES2,L778123,TOPOTECAN,ES2,15.2574321861,0
L778123_TOPOTECAN_HCT116,L778123,TOPOTECAN,HCT116,22.7534334623,0
L778123_TOPOTECAN_HT144,L778123,TOPOTECAN,HT144,7.1966692556,0
L778123_TOPOTECAN_HT29,L778123,TOPOTECAN,HT29,24.9591868537,0
L778123_TOPOTECAN_KPL1,L778123,TOPOTECAN,KPL1,2.3757774377,0
L778123_TOPOTECAN_LNCAP,L778123,TOPOTECAN,LNCAP,28.5171383656,0
L778123_TOPOTECAN_LOVO,L778123,TOPOTECAN,LOVO,10.0465600954,0
L778123_TOPOTECAN_MDAMB436,L778123,TOPOTECAN,MDAMB436,13.0119440421,0
L778123_TOPOTECAN_MSTO,L778123,TOPOTECAN,MSTO,7.9265943427,0
L778123_TOPOTECAN_NCIH1650,L778123,TOPOTECAN,NCIH1650,5.5485795547,0
L778123_TOPOTECAN_NCIH2122,L778123,TOPOTECAN,NCIH2122,11.4754421728,0
L778123_TOPOTECAN_NCIH23,L778123,TOPOTECAN,NCIH23,15.458404014,0
L778123_TOPOTECAN_NCIH460,L778123,TOPOTECAN,NCIH460,10.3853171789,0
L778123_TOPOTECAN_NCIH520,L778123,TOPOTECAN,NCIH520,14.5394331731,0
L778123_TOPOTECAN_OCUBM,L778123,TOPOTECAN,OCUBM,4.1599600104,0
L778123_TOPOTECAN_OV90,L778123,TOPOTECAN,OV90,13.7156720638,0
L778123_TOPOTECAN_OVCAR3,L778123,TOPOTECAN,OVCAR3,2.9952997317,0
L778123_TOPOTECAN_PA1,L778123,TOPOTECAN,PA1,-0.0707070028,0
L778123_TOPOTECAN_RKO,L778123,TOPOTECAN,RKO,30.1913244587,0
L778123_TOPOTECAN_RPMI7951,L778123,TOPOTECAN,RPMI7951,7.5165143911,0
L778123_TOPOTECAN_SKMEL30,L778123,TOPOTECAN,SKMEL30,14.6053173462,0
L778123_TOPOTECAN_SKMES1,L778123,TOPOTECAN,SKMES1,26.1981847076,0
L778123_TOPOTECAN_SKOV3,L778123,TOPOTECAN,SKOV3,13.5750075039,0
L778123_TOPOTECAN_SW620,L778123,TOPOTECAN,SW620,24.68523819,0
L778123_TOPOTECAN_SW837,L778123,TOPOTECAN,SW837,10.4719189848,0
L778123_TOPOTECAN_T47D,L778123,TOPOTECAN,T47D,8.5196565938,0
L778123_TOPOTECAN_UACC62,L778123,TOPOTECAN,UACC62,6.7369374124,0
L778123_TOPOTECAN_UWB1289BRCA1,L778123,TOPOTECAN,UWB1289BRCA1,15.8696819011,0
L778123_TOPOTECAN_UWB1289,L778123,TOPOTECAN,UWB1289,11.535343201,0
L778123_TOPOTECAN_VCAP,L778123,TOPOTECAN,VCAP,16.1613486038,0
L778123_TOPOTECAN_ZR751,L778123,TOPOTECAN,ZR751,11.3831517696,0
L778123_VINORELBINE_A2058,L778123,VINORELBINE,A2058,24.0346419433,3
L778123_VINORELBINE_A2780,L778123,VINORELBINE,A2780,2.4579787269,3
L778123_VINORELBINE_A375,L778123,VINORELBINE,A375,18.8876269018,3
L778123_VINORELBINE_A427,L778123,VINORELBINE,A427,7.4715992655,3
L778123_VINORELBINE_CAOV3,L778123,VINORELBINE,CAOV3,-7.5246840928,3
L778123_VINORELBINE_COLO320DM,L778123,VINORELBINE,COLO320DM,3.7860079081,3
L778123_VINORELBINE_DLD1,L778123,VINORELBINE,DLD1,4.584090627,3
L778123_VINORELBINE_EFM192B,L778123,VINORELBINE,EFM192B,-18.4874912992,3
L778123_VINORELBINE_ES2,L778123,VINORELBINE,ES2,-3.1646435701,3
L778123_VINORELBINE_HCT116,L778123,VINORELBINE,HCT116,-5.4095950763,3
L778123_VINORELBINE_HT144,L778123,VINORELBINE,HT144,14.4951714189,3
L778123_VINORELBINE_HT29,L778123,VINORELBINE,HT29,-6.1164022615,3
L778123_VINORELBINE_KPL1,L778123,VINORELBINE,KPL1,-0.9741045187,3
L778123_VINORELBINE_LNCAP,L778123,VINORELBINE,LNCAP,6.5120996284,3
L778123_VINORELBINE_LOVO,L778123,VINORELBINE,LOVO,5.2370409294,3
L778123_VINORELBINE_MDAMB436,L778123,VINORELBINE,MDAMB436,11.9741670696,3
L778123_VINORELBINE_MSTO,L778123,VINORELBINE,MSTO,13.9196011195,3
L778123_VINORELBINE_NCIH1650,L778123,VINORELBINE,NCIH1650,8.012918491,3
L778123_VINORELBINE_NCIH2122,L778123,VINORELBINE,NCIH2122,-27.1885243361,3
L778123_VINORELBINE_NCIH23,L778123,VINORELBINE,NCIH23,-101.714417157,3
L778123_VINORELBINE_NCIH460,L778123,VINORELBINE,NCIH460,4.8980557677,3
L778123_VINORELBINE_NCIH520,L778123,VINORELBINE,NCIH520,-10.9151497358,3
L778123_VINORELBINE_OCUBM,L778123,VINORELBINE,OCUBM,4.2837645123,3
L778123_VINORELBINE_OV90,L778123,VINORELBINE,OV90,40.2141719438,3
L778123_VINORELBINE_OVCAR3,L778123,VINORELBINE,OVCAR3,-34.1304177006,3
L778123_VINORELBINE_PA1,L778123,VINORELBINE,PA1,-6.174368907,3
L778123_VINORELBINE_RKO,L778123,VINORELBINE,RKO,-5.8906607183,3
L778123_VINORELBINE_RPMI7951,L778123,VINORELBINE,RPMI7951,6.567576293,3
L778123_VINORELBINE_SKMEL30,L778123,VINORELBINE,SKMEL30,9.490453086,3
L778123_VINORELBINE_SKMES1,L778123,VINORELBINE,SKMES1,6.5337835761,3
L778123_VINORELBINE_SKOV3,L778123,VINORELBINE,SKOV3,-7.0063924162,3
L778123_VINORELBINE_SW620,L778123,VINORELBINE,SW620,4.5064920627,3
L778123_VINORELBINE_SW837,L778123,VINORELBINE,SW837,-9.9580784774,3
L778123_VINORELBINE_T47D,L778123,VINORELBINE,T47D,-8.7099147997,3
L778123_VINORELBINE_UACC62,L778123,VINORELBINE,UACC62,-0.6285598166,3
L778123_VINORELBINE_UWB1289BRCA1,L778123,VINORELBINE,UWB1289BRCA1,1.2816106757,3
L778123_VINORELBINE_UWB1289,L778123,VINORELBINE,UWB1289,25.866980008,3
L778123_VINORELBINE_VCAP,L778123,VINORELBINE,VCAP,-8.7008994987,3
L778123_VINORELBINE_ZR751,L778123,VINORELBINE,ZR751,3.8487336534,3
L778123_ZOLINZA_A2058,L778123,ZOLINZA,A2058,9.3180961428,1
L778123_ZOLINZA_A2780,L778123,ZOLINZA,A2780,8.1402114565,1
L778123_ZOLINZA_A375,L778123,ZOLINZA,A375,6.2591552382,1
L778123_ZOLINZA_A427,L778123,ZOLINZA,A427,-32.7083673408,1
L778123_ZOLINZA_CAOV3,L778123,ZOLINZA,CAOV3,13.5537689186,1
L778123_ZOLINZA_COLO320DM,L778123,ZOLINZA,COLO320DM,9.4694827127,1
L778123_ZOLINZA_DLD1,L778123,ZOLINZA,DLD1,5.7535883237,1
L778123_ZOLINZA_EFM192B,L778123,ZOLINZA,EFM192B,11.0326791932,1
L778123_ZOLINZA_ES2,L778123,ZOLINZA,ES2,11.1222872579,1
L778123_ZOLINZA_HCT116,L778123,ZOLINZA,HCT116,9.2212404691,1
L778123_ZOLINZA_HT144,L778123,ZOLINZA,HT144,-1.1235768657,1
L778123_ZOLINZA_HT29,L778123,ZOLINZA,HT29,21.5370935078,1
L778123_ZOLINZA_KPL1,L778123,ZOLINZA,KPL1,7.0751700226,1
L778123_ZOLINZA_LNCAP,L778123,ZOLINZA,LNCAP,22.4410918765,1
L778123_ZOLINZA_LOVO,L778123,ZOLINZA,LOVO,15.290452905,1
L778123_ZOLINZA_MDAMB436,L778123,ZOLINZA,MDAMB436,6.0138925316,1
L778123_ZOLINZA_MSTO,L778123,ZOLINZA,MSTO,11.9666489405,1
L778123_ZOLINZA_NCIH1650,L778123,ZOLINZA,NCIH1650,-1.7020969514,1
L778123_ZOLINZA_NCIH2122,L778123,ZOLINZA,NCIH2122,21.3419240912,1
L778123_ZOLINZA_NCIH23,L778123,ZOLINZA,NCIH23,13.3529404487,1
L778123_ZOLINZA_NCIH460,L778123,ZOLINZA,NCIH460,11.9160719683,1
L778123_ZOLINZA_NCIH520,L778123,ZOLINZA,NCIH520,-0.9167793746,1
L778123_ZOLINZA_OCUBM,L778123,ZOLINZA,OCUBM,17.9168948446,1
L778123_ZOLINZA_OV90,L778123,ZOLINZA,OV90,19.7685368629,1
L778123_ZOLINZA_OVCAR3,L778123,ZOLINZA,OVCAR3,1.1427079901,1
L778123_ZOLINZA_PA1,L778123,ZOLINZA,PA1,4.8977496638,1
L778123_ZOLINZA_RKO,L778123,ZOLINZA,RKO,5.3225508588,1
L778123_ZOLINZA_RPMI7951,L778123,ZOLINZA,RPMI7951,6.5822753401,1
L778123_ZOLINZA_SKMEL30,L778123,ZOLINZA,SKMEL30,6.5004282155,1
L778123_ZOLINZA_SKMES1,L778123,ZOLINZA,SKMES1,12.7867679773,1
L778123_ZOLINZA_SKOV3,L778123,ZOLINZA,SKOV3,24.9558111039,1
L778123_ZOLINZA_SW620,L778123,ZOLINZA,SW620,1.1239872327,1
L778123_ZOLINZA_SW837,L778123,ZOLINZA,SW837,2.827004435,1
L778123_ZOLINZA_T47D,L778123,ZOLINZA,T47D,5.4896336573,1
L778123_ZOLINZA_UACC62,L778123,ZOLINZA,UACC62,2.2857333748,1
L778123_ZOLINZA_UWB1289BRCA1,L778123,ZOLINZA,UWB1289BRCA1,19.4477944301,1
L778123_ZOLINZA_UWB1289,L778123,ZOLINZA,UWB1289,15.6786202773,1
L778123_ZOLINZA_VCAP,L778123,ZOLINZA,VCAP,16.2079727129,1
L778123_ZOLINZA_ZR751,L778123,ZOLINZA,ZR751,-7.6039486356,1
LAPATINIB_ABT-888_A2058,LAPATINIB,ABT-888,A2058,7.0327534722,2
LAPATINIB_ABT-888_A2780,LAPATINIB,ABT-888,A2780,10.6131484107,2
LAPATINIB_ABT-888_A375,LAPATINIB,ABT-888,A375,-6.0356586906,2
LAPATINIB_ABT-888_A427,LAPATINIB,ABT-888,A427,-26.0032378846,2
LAPATINIB_ABT-888_CAOV3,LAPATINIB,ABT-888,CAOV3,11.5202043821,2
LAPATINIB_ABT-888_COLO320DM,LAPATINIB,ABT-888,COLO320DM,1.0786039353,2
LAPATINIB_ABT-888_DLD1,LAPATINIB,ABT-888,DLD1,-3.2516679293,2
LAPATINIB_ABT-888_EFM192B,LAPATINIB,ABT-888,EFM192B,14.1373119203,2
LAPATINIB_ABT-888_ES2,LAPATINIB,ABT-888,ES2,-7.9438069873,2
LAPATINIB_ABT-888_HCT116,LAPATINIB,ABT-888,HCT116,-1.0958669844,2
LAPATINIB_ABT-888_HT144,LAPATINIB,ABT-888,HT144,-0.4604287769,2
LAPATINIB_ABT-888_HT29,LAPATINIB,ABT-888,HT29,7.8808879086,2
LAPATINIB_ABT-888_KPL1,LAPATINIB,ABT-888,KPL1,8.1952897931,2
LAPATINIB_ABT-888_LNCAP,LAPATINIB,ABT-888,LNCAP,18.8375484292,2
LAPATINIB_ABT-888_LOVO,LAPATINIB,ABT-888,LOVO,15.5448762882,2
LAPATINIB_ABT-888_MDAMB436,LAPATINIB,ABT-888,MDAMB436,4.5413510558,2
LAPATINIB_ABT-888_MSTO,LAPATINIB,ABT-888,MSTO,47.3166670185,2
LAPATINIB_ABT-888_NCIH1650,LAPATINIB,ABT-888,NCIH1650,-5.2018969627,2
LAPATINIB_ABT-888_NCIH2122,LAPATINIB,ABT-888,NCIH2122,-4.8847177606,2
LAPATINIB_ABT-888_NCIH23,LAPATINIB,ABT-888,NCIH23,4.8995940495,2
LAPATINIB_ABT-888_NCIH460,LAPATINIB,ABT-888,NCIH460,-10.785569922,2
LAPATINIB_ABT-888_NCIH520,LAPATINIB,ABT-888,NCIH520,-5.8783986365,2
LAPATINIB_ABT-888_OCUBM,LAPATINIB,ABT-888,OCUBM,-6.9783284963,2
LAPATINIB_ABT-888_OV90,LAPATINIB,ABT-888,OV90,-13.1617272068,2
LAPATINIB_ABT-888_OVCAR3,LAPATINIB,ABT-888,OVCAR3,-0.0128391956,2
LAPATINIB_ABT-888_PA1,LAPATINIB,ABT-888,PA1,16.0396075564,2
LAPATINIB_ABT-888_RKO,LAPATINIB,ABT-888,RKO,-4.0942634269,2
LAPATINIB_ABT-888_RPMI7951,LAPATINIB,ABT-888,RPMI7951,-10.3764407844,2
LAPATINIB_ABT-888_SKMEL30,LAPATINIB,ABT-888,SKMEL30,-9.090825843,2
LAPATINIB_ABT-888_SKMES1,LAPATINIB,ABT-888,SKMES1,-2.8740037653,2
LAPATINIB_ABT-888_SKOV3,LAPATINIB,ABT-888,SKOV3,0.9194403497,2
LAPATINIB_ABT-888_SW620,LAPATINIB,ABT-888,SW620,-9.0000711122,2
LAPATINIB_ABT-888_SW837,LAPATINIB,ABT-888,SW837,-8.3420021677,2
LAPATINIB_ABT-888_T47D,LAPATINIB,ABT-888,T47D,2.4950235276,2
LAPATINIB_ABT-888_UACC62,LAPATINIB,ABT-888,UACC62,0.8460353394,2
LAPATINIB_ABT-888_UWB1289BRCA1,LAPATINIB,ABT-888,UWB1289BRCA1,3.2146661755,2
LAPATINIB_ABT-888_UWB1289,LAPATINIB,ABT-888,UWB1289,7.0984991226,2
LAPATINIB_ABT-888_VCAP,LAPATINIB,ABT-888,VCAP,-10.6611485097,2
LAPATINIB_ABT-888_ZR751,LAPATINIB,ABT-888,ZR751,7.7593649049,2
LAPATINIB_BEZ-235_A2058,LAPATINIB,BEZ-235,A2058,34.8835732671,4
LAPATINIB_BEZ-235_A2780,LAPATINIB,BEZ-235,A2780,33.6539189411,4
LAPATINIB_BEZ-235_A375,LAPATINIB,BEZ-235,A375,27.9067054426,4
LAPATINIB_BEZ-235_A427,LAPATINIB,BEZ-235,A427,15.443555108,4
LAPATINIB_BEZ-235_CAOV3,LAPATINIB,BEZ-235,CAOV3,38.0460623503,4
LAPATINIB_BEZ-235_COLO320DM,LAPATINIB,BEZ-235,COLO320DM,18.8651889512,4
LAPATINIB_BEZ-235_DLD1,LAPATINIB,BEZ-235,DLD1,39.6543515006,4
LAPATINIB_BEZ-235_EFM192B,LAPATINIB,BEZ-235,EFM192B,44.1140487258,4
LAPATINIB_BEZ-235_ES2,LAPATINIB,BEZ-235,ES2,10.906284528,4
LAPATINIB_BEZ-235_HCT116,LAPATINIB,BEZ-235,HCT116,15.5044200952,4
LAPATINIB_BEZ-235_HT144,LAPATINIB,BEZ-235,HT144,19.934078391,4
LAPATINIB_BEZ-235_HT29,LAPATINIB,BEZ-235,HT29,36.4027838697,4
LAPATINIB_BEZ-235_KPL1,LAPATINIB,BEZ-235,KPL1,23.2642711894,4
LAPATINIB_BEZ-235_LNCAP,LAPATINIB,BEZ-235,LNCAP,89.9883949534,4
LAPATINIB_BEZ-235_LOVO,LAPATINIB,BEZ-235,LOVO,48.306222343,4
LAPATINIB_BEZ-235_MDAMB436,LAPATINIB,BEZ-235,MDAMB436,17.2313399784,4
LAPATINIB_BEZ-235_MSTO,LAPATINIB,BEZ-235,MSTO,-17.0755673888,4
LAPATINIB_BEZ-235_NCIH1650,LAPATINIB,BEZ-235,NCIH1650,31.9280192255,4
LAPATINIB_BEZ-235_NCIH2122,LAPATINIB,BEZ-235,NCIH2122,52.1544619946,4
LAPATINIB_BEZ-235_NCIH23,LAPATINIB,BEZ-235,NCIH23,19.2198842399,4
LAPATINIB_BEZ-235_NCIH460,LAPATINIB,BEZ-235,NCIH460,22.4473345673,4
LAPATINIB_BEZ-235_NCIH520,LAPATINIB,BEZ-235,NCIH520,27.807560947,4
LAPATINIB_BEZ-235_OCUBM,LAPATINIB,BEZ-235,OCUBM,31.6729372555,4
LAPATINIB_BEZ-235_OV90,LAPATINIB,BEZ-235,OV90,22.2995064695,4
LAPATINIB_BEZ-235_OVCAR3,LAPATINIB,BEZ-235,OVCAR3,34.2007550847,4
LAPATINIB_BEZ-235_PA1,LAPATINIB,BEZ-235,PA1,39.8970310061,4
LAPATINIB_BEZ-235_RKO,LAPATINIB,BEZ-235,RKO,21.8976616758,4
LAPATINIB_BEZ-235_RPMI7951,LAPATINIB,BEZ-235,RPMI7951,20.4860065379,4
LAPATINIB_BEZ-235_SKMEL30,LAPATINIB,BEZ-235,SKMEL30,26.986292931,4
LAPATINIB_BEZ-235_SKMES1,LAPATINIB,BEZ-235,SKMES1,31.7455802895,4
LAPATINIB_BEZ-235_SKOV3,LAPATINIB,BEZ-235,SKOV3,34.7068493257,4
LAPATINIB_BEZ-235_SW620,LAPATINIB,BEZ-235,SW620,10.6989449187,4
LAPATINIB_BEZ-235_SW837,LAPATINIB,BEZ-235,SW837,63.1041334522,4
LAPATINIB_BEZ-235_T47D,LAPATINIB,BEZ-235,T47D,158.1723247425,4
LAPATINIB_BEZ-235_UACC62,LAPATINIB,BEZ-235,UACC62,34.9934047563,4
LAPATINIB_BEZ-235_UWB1289BRCA1,LAPATINIB,BEZ-235,UWB1289BRCA1,37.3743702863,4
LAPATINIB_BEZ-235_UWB1289,LAPATINIB,BEZ-235,UWB1289,37.695664489,4
LAPATINIB_BEZ-235_VCAP,LAPATINIB,BEZ-235,VCAP,24.5207612525,4
LAPATINIB_BEZ-235_ZR751,LAPATINIB,BEZ-235,ZR751,41.2394380183,4
LAPATINIB_BORTEZOMIB_A2058,LAPATINIB,BORTEZOMIB,A2058,14.5104381684,0
LAPATINIB_BORTEZOMIB_A2780,LAPATINIB,BORTEZOMIB,A2780,-12.1342103327,0
LAPATINIB_BORTEZOMIB_A375,LAPATINIB,BORTEZOMIB,A375,39.5912666644,0
LAPATINIB_BORTEZOMIB_A427,LAPATINIB,BORTEZOMIB,A427,-22.9263192996,0
LAPATINIB_BORTEZOMIB_CAOV3,LAPATINIB,BORTEZOMIB,CAOV3,-12.4389804497,0
LAPATINIB_BORTEZOMIB_COLO320DM,LAPATINIB,BORTEZOMIB,COLO320DM,-1.1535021793,0
LAPATINIB_BORTEZOMIB_DLD1,LAPATINIB,BORTEZOMIB,DLD1,28.2304322279,0
LAPATINIB_BORTEZOMIB_EFM192B,LAPATINIB,BORTEZOMIB,EFM192B,-5.2877446293,0
LAPATINIB_BORTEZOMIB_ES2,LAPATINIB,BORTEZOMIB,ES2,21.1714346131,0
LAPATINIB_BORTEZOMIB_HCT116,LAPATINIB,BORTEZOMIB,HCT116,13.1031837753,0
LAPATINIB_BORTEZOMIB_HT144,LAPATINIB,BORTEZOMIB,HT144,-3.6050103196,0
LAPATINIB_BORTEZOMIB_HT29,LAPATINIB,BORTEZOMIB,HT29,-12.7862871553,0
LAPATINIB_BORTEZOMIB_KPL1,LAPATINIB,BORTEZOMIB,KPL1,8.9436504634,0
LAPATINIB_BORTEZOMIB_LNCAP,LAPATINIB,BORTEZOMIB,LNCAP,16.4710768127,0
LAPATINIB_BORTEZOMIB_LOVO,LAPATINIB,BORTEZOMIB,LOVO,18.2778858608,0
LAPATINIB_BORTEZOMIB_MDAMB436,LAPATINIB,BORTEZOMIB,MDAMB436,-5.4104376016,0
LAPATINIB_BORTEZOMIB_MSTO,LAPATINIB,BORTEZOMIB,MSTO,87.4584929305,0
LAPATINIB_BORTEZOMIB_NCIH1650,LAPATINIB,BORTEZOMIB,NCIH1650,-8.6918379358,0
LAPATINIB_BORTEZOMIB_NCIH2122,LAPATINIB,BORTEZOMIB,NCIH2122,7.9367832403,0
LAPATINIB_BORTEZOMIB_NCIH23,LAPATINIB,BORTEZOMIB,NCIH23,0.8032909009,0
LAPATINIB_BORTEZOMIB_NCIH460,LAPATINIB,BORTEZOMIB,NCIH460,25.6828902696,0
LAPATINIB_BORTEZOMIB_NCIH520,LAPATINIB,BORTEZOMIB,NCIH520,-29.875708492,0
LAPATINIB_BORTEZOMIB_OCUBM,LAPATINIB,BORTEZOMIB,OCUBM,-6.2396159584,0
LAPATINIB_BORTEZOMIB_OV90,LAPATINIB,BORTEZOMIB,OV90,-7.7101406297,0
LAPATINIB_BORTEZOMIB_OVCAR3,LAPATINIB,BORTEZOMIB,OVCAR3,-8.0798981759,0
LAPATINIB_BORTEZOMIB_PA1,LAPATINIB,BORTEZOMIB,PA1,2.3909704525,0
LAPATINIB_BORTEZOMIB_RKO,LAPATINIB,BORTEZOMIB,RKO,20.1011815228,0
LAPATINIB_BORTEZOMIB_RPMI7951,LAPATINIB,BORTEZOMIB,RPMI7951,-6.2862973553,0
LAPATINIB_BORTEZOMIB_SKMEL30,LAPATINIB,BORTEZOMIB,SKMEL30,6.5170210535,0
LAPATINIB_BORTEZOMIB_SKMES1,LAPATINIB,BORTEZOMIB,SKMES1,-10.95308482,0
LAPATINIB_BORTEZOMIB_SKOV3,LAPATINIB,BORTEZOMIB,SKOV3,21.3964992457,0
LAPATINIB_BORTEZOMIB_SW620,LAPATINIB,BORTEZOMIB,SW620,17.7038513171,0
LAPATINIB_BORTEZOMIB_SW837,LAPATINIB,BORTEZOMIB,SW837,17.0236638302,0
LAPATINIB_BORTEZOMIB_T47D,LAPATINIB,BORTEZOMIB,T47D,-31.4036584595,0
LAPATINIB_BORTEZOMIB_UACC62,LAPATINIB,BORTEZOMIB,UACC62,-6.7207680941,0
LAPATINIB_BORTEZOMIB_UWB1289BRCA1,LAPATINIB,BORTEZOMIB,UWB1289BRCA1,7.2507713186,0
LAPATINIB_BORTEZOMIB_UWB1289,LAPATINIB,BORTEZOMIB,UWB1289,-27.7382260926,0
LAPATINIB_BORTEZOMIB_VCAP,LAPATINIB,BORTEZOMIB,VCAP,12.0987529367,0
LAPATINIB_BORTEZOMIB_ZR751,LAPATINIB,BORTEZOMIB,ZR751,16.208837106,0
LAPATINIB_DASATINIB_A2058,LAPATINIB,DASATINIB,A2058,53.5344245218,1
LAPATINIB_DASATINIB_A2780,LAPATINIB,DASATINIB,A2780,71.4014339255,1
LAPATINIB_DASATINIB_A375,LAPATINIB,DASATINIB,A375,-13.9892056993,1
LAPATINIB_DASATINIB_A427,LAPATINIB,DASATINIB,A427,23.0666145972,1
LAPATINIB_DASATINIB_CAOV3,LAPATINIB,DASATINIB,CAOV3,32.0080232443,1
LAPATINIB_DASATINIB_COLO320DM,LAPATINIB,DASATINIB,COLO320DM,1.7753663709,1
LAPATINIB_DASATINIB_DLD1,LAPATINIB,DASATINIB,DLD1,66.0717803314,1
LAPATINIB_DASATINIB_EFM192B,LAPATINIB,DASATINIB,EFM192B,66.6254663125,1
LAPATINIB_DASATINIB_ES2,LAPATINIB,DASATINIB,ES2,-1.3742900194,1
LAPATINIB_DASATINIB_HCT116,LAPATINIB,DASATINIB,HCT116,-31.3419992409,1
LAPATINIB_DASATINIB_HT144,LAPATINIB,DASATINIB,HT144,-39.7218864093,1
LAPATINIB_DASATINIB_HT29,LAPATINIB,DASATINIB,HT29,28.1288856172,1
LAPATINIB_DASATINIB_KPL1,LAPATINIB,DASATINIB,KPL1,10.5648592388,1
LAPATINIB_DASATINIB_LNCAP,LAPATINIB,DASATINIB,LNCAP,6.3966062075,1
LAPATINIB_DASATINIB_LOVO,LAPATINIB,DASATINIB,LOVO,56.4216242482,1
LAPATINIB_DASATINIB_MDAMB436,LAPATINIB,DASATINIB,MDAMB436,12.4148834622,1
LAPATINIB_DASATINIB_MSTO,LAPATINIB,DASATINIB,MSTO,61.3430239552,1
LAPATINIB_DASATINIB_NCIH1650,LAPATINIB,DASATINIB,NCIH1650,65.8111539735,1
LAPATINIB_DASATINIB_NCIH2122,LAPATINIB,DASATINIB,NCIH2122,-29.731672777,1
LAPATINIB_DASATINIB_NCIH23,LAPATINIB,DASATINIB,NCIH23,2.4947876652,1
LAPATINIB_DASATINIB_NCIH460,LAPATINIB,DASATINIB,NCIH460,-15.6059656631,1
LAPATINIB_DASATINIB_NCIH520,LAPATINIB,DASATINIB,NCIH520,33.9336481674,1
LAPATINIB_DASATINIB_OCUBM,LAPATINIB,DASATINIB,OCUBM,64.1825569659,1
LAPATINIB_DASATINIB_OV90,LAPATINIB,DASATINIB,OV90,9.3619816436,1
LAPATINIB_DASATINIB_OVCAR3,LAPATINIB,DASATINIB,OVCAR3,86.9513373059,1
LAPATINIB_DASATINIB_PA1,LAPATINIB,DASATINIB,PA1,30.1705352981,1
LAPATINIB_DASATINIB_RKO,LAPATINIB,DASATINIB,RKO,5.4848191839,1
LAPATINIB_DASATINIB_RPMI7951,LAPATINIB,DASATINIB,RPMI7951,22.3908129916,1
LAPATINIB_DASATINIB_SKMEL30,LAPATINIB,DASATINIB,SKMEL30,2.1655142066,1
